id,timestamp,raw,rolling3,rolling6,rolling9,rolling13,weighted3,weighted6,weighted9,weighted13
211,183508,98.5,84.43333333,76.83333333,63.51111111,53.04615385,89.85414099,77.86527816,68.65237597,59.65768642
212,183509,168,122.0333333,99.38333333,75.78888889,65.46153846,128.9270705,103.6180558,88.52190078,75.13515979
213,183510,158.6,141.7,108.75,92.03333333,76.18461538,143.7635352,119.3271827,102.5375206,87.05870839
214,183511,166.7,164.4333333,124.4333333,106.0333333,85.83076923,155.2317676,132.8622734,115.3700165,98.43603576
215,183512,129.3,151.5333333,136.7833333,116.7666667,91.86153846,142.2658838,131.844481,118.1560132,102.8451735
216,183601,147.6,147.8666667,144.7833333,121.7888889,98.79230769,144.9329419,136.3460578,124.0448106,109.2387202
217,183602,179.4,152.1,158.2666667,133.6555556,111.6384615,162.166471,148.6471842,135.1158484,119.2617601
218,183603,163.7,163.5666667,157.55,145.7111111,121.1,162.9332355,152.9479887,140.8326788,125.6100801
219,183604,238,193.7,170.7833333,161.0888889,136.8923077,200.4666177,177.2485634,160.266143,141.665783
220,183605,185.7,195.8,173.95,170.7777778,143.3,193.0833089,179.6632595,165.3529144,147.9563854
221,183606,207.9,210.5333333,187.05,175.2111111,153.7076923,200.4916544,187.7308997,173.8623315,156.5197589
222,183607,194.6,196.0666667,194.8833333,179.2111111,164.4307692,197.5458272,189.6934998,178.0098652,161.9597933
223,183608,179.6,194.0333333,194.9166667,180.6444444,170.5846154,188.5729136,186.8096427,178.3278922,164.4798229
224,183609,158.5,177.5666667,194.05,183.8888889,175.2,173.5364568,178.7211733,174.3623137,163.6255625
225,183610,228.9,189,192.5333333,192.9222222,179.8846154,201.2182284,193.057981,185.269851,172.9504821
226,183611,201.5,196.3,195.1666667,195.3777778,183.1846154,201.3591142,195.4699864,188.5158808,177.0289847
227,183612,343.8,258.0666667,217.8166667,215.3888889,196.8076923,272.5795571,237.8499903,219.5727046,200.8534154
228,183701,313.4,286.2333333,237.6166667,223.7666667,210.9692308,292.9897786,259.4357073,238.3381637,216.9314989
229,183702,292.6,316.6,256.45,235.6444444,222.1230769,292.7948893,268.9112195,249.190531,227.7412848
230,183703,224.3,276.7666667,267.4166667,237.4666667,225.5769231,258.5474446,256.1651568,244.2124248,227.2496727
231,183704,230.3,249.0666667,267.65,241.4333333,230.7,244.4237223,248.775112,241.4299398,227.6854337
232,183705,186.1,213.5666667,265.0833333,242.1555556,226.7076923,215.2618612,230.8679371,230.3639519,221.7446575
233,183706,263.4,226.6,251.6833333,253.8111111,232.6846154,239.3309306,240.1628122,236.9711615,227.6954207
234,183707,271.2,240.2333333,244.65,258.5111111,237.5538462,255.2654653,249.0305802,243.8169292,233.9103606
235,183708,223.5,252.7,233.1333333,260.9555556,239.7769231,239.3827326,241.7361287,239.7535433,232.4231662
236,183709,160.4,218.3666667,222.4833333,240.5777778,238.3,199.8913663,218.4972348,223.8828347,222.1341425
237,183710,206.2,196.7,218.4666667,228.6666667,241.9692308,203.0456832,214.9837391,220.3462677,219.8578364
238,183711,178.4,181.6666667,217.1833333,215.9777778,238.0846154,190.7228416,204.5312422,211.9570142,213.9352884
239,183712,216.1,200.2333333,209.3,215.0666667,239.2076923,203.4114208,207.8366016,212.7856114,214.2445329
240,183801,241.5,212,204.35,216.3111111,231.3384615,222.4557104,217.4547154,218.5284891,218.138171
241,183802,141.3,199.6333333,190.65,211.3333333,218.1,181.8778552,195.6962253,203.0827913,207.1612895
242,183803,234.5,205.7666667,203,208.1222222,213.6307692,208.1889276,206.7830181,209.366233,211.0668195
243,183804,211.1,195.6333333,203.8166667,201.4444444,212.6153846,209.6444638,208.0164415,209.7129864,211.0715596
244,183805,229.4,225,212.3166667,202.1,212.5461538,219.5222319,214.1260296,213.6503891,213.6899082
245,183806,157.6,199.3666667,202.5666667,201.7888889,210.3538462,188.5611159,197.9757355,202.4403113,205.6770642
246,183807,180.4,189.1333333,192.3833333,198.9222222,203.9692308,184.480558,192.9540968,198.032249,202.066055
247,183808,131.3,156.4333333,190.7166667,193.6888889,193.2076923,157.890279,175.3386405,184.6857992,191.9566186
248,183809,122.7,144.8,172.0833333,183.3111111,185.4538462,140.2951395,160.299029,172.2886394,182.0628159
249,183810,151.5,135.1666667,162.15,173.3111111,184.7692308,145.8975697,157.7850207,168.1309115,177.6966994
250,183811,129.2,134.4666667,145.45,171.9666667,178.8461538,137.5487849,149.6178719,160.3447292,170.7685995
