,timestamp,value,
1129,191202,8.407692308,
1130,191203,7.884615385,
1131,191204,7.469230769,
1132,191205,5.915384615,
1133,191206,5.284615385,
1134,191207,5.376923077,
1135,191208,4.961538462,
1136,191209,5.669230769,
1137,191210,5.738461538,
1138,191211,5.538461538,
1139,191212,5.815384615,
1140,191301,5.823076923,
1141,191302,6.161538462,
1142,191303,6.223076923,
1143,191304,5.715384615,
1144,191305,5.130769231,
1145,191306,4.561538462,
1146,191307,4.253846154,
1147,191308,3.907692308,
1148,191309,4.023076923,
1149,191310,3.2,
1150,191311,2.707692308,
1151,191312,3.046153846,
1152,191401,2.592307692,
1153,191402,2.638461538,
1154,191403,2.676923077,
1155,191404,4.838461538,
1156,191405,5.384615385,
1157,191406,6.853846154,
1158,191407,7.553846154,
1159,191408,8.323076923,
1160,191409,9.923076923,
1161,191410,10.82307692,
1162,191411,12.52307692,
1163,191412,15.3,
1164,191501,17.77692308,
1165,191502,22.83076923,
1166,191503,27.47692308,
